G1,#genre#
赖辉-客家人系有料,http://em.21dtv.com/songs/60145627.mkv
赖辉-男人也需要安慰,http://em.21dtv.com/songs/60146699.mkv
赖晶熙-将军吟,http://em.21dtv.com/songs/60138082.mkv
赖馨仪-中国梦七彩梦,http://em.21dtv.com/songs/60138083.mkv
蓝冰儿-欺爱,http://em.21dtv.com/songs/60145559.mkv
蓝玫瑰-多想陪在你身旁,http://em.21dtv.com/songs/60146663.mkv
蓝琪儿-天蓝蓝水蓝蓝,http://em.21dtv.com/songs/60143899.mkv
蓝琪儿-五星红旗在雪域上飘扬,http://em.21dtv.com/songs/60143898.mkv
蓝琪儿-纵横天涯,http://em.21dtv.com/songs/60139081.mkv
兰清林-弯弯月亮船,http://em.21dtv.com/songs/60138464.mkv
兰清青-风中的天使,http://em.21dtv.com/songs/60138465.mkv
蓝蜻蜓-蓝蜻蜓,http://em.21dtv.com/songs/60138024.mkv
蓝天组合-黑脸帅哥,http://em.21dtv.com/songs/60143897.mkv
蓝天组合-起飞线上的我和你,http://em.21dtv.com/songs/60143896.mkv
蓝羽+明雅芳-COMEBACK,http://em.21dtv.com/songs/60146664.mkv
老光-回家,http://em.21dtv.com/songs/60143838.mkv
老光-微商,http://em.21dtv.com/songs/60143839.mkv
老鬼团-在爱里臣服,http://em.21dtv.com/songs/60137975.mkv
老猫-哥哥我爱上你了,http://em.21dtv.com/songs/60139028.mkv
老猫-伤不起2017,http://em.21dtv.com/songs/60145494.mkv
老鹰-博状元,http://em.21dtv.com/songs/60145496.mkv
乐天-谎言,http://em.21dtv.com/songs/60147098.mkv
乐正绫+洛天依-世末歌者,http://em.21dtv.com/songs/60138438.mkv
雷安娜-今宵多珍重演唱会,http://em.21dtv.com/songs/60023924.mkv
雷琛瑜-无神论,http://em.21dtv.com/songs/60146836.mkv
雷二狗-当爱情变成亲情,http://em.21dtv.com/songs/60139273.mkv
雷二狗-女人和家,http://em.21dtv.com/songs/60139272.mkv
雷佳-春蚕,http://em.21dtv.com/songs/60145786.mkv
雷佳-水墨中国,http://em.21dtv.com/songs/60145787.mkv
雷鸣-武隆老家,http://em.21dtv.com/songs/60139274.mkv
雷生冬-喝了这杯酒,http://em.21dtv.com/songs/60145788.mkv
雷有辉+邓建明-曙光演唱会,http://em.21dtv.com/songs/60039780.mkv
雷雨哥-夕爱,http://em.21dtv.com/songs/60145789.mkv
冷场王驾到+杜德伟-制造浪漫,http://em.21dtv.com/songs/60146026.mkv
冷场王驾到-走在冷风中,http://em.21dtv.com/songs/60146025.mkv
冷漠+陈瑞-心照不宣,http://em.21dtv.com/songs/60144251.mkv
冷漠+王旭+杜青-在释放,http://em.21dtv.com/songs/60144806.mkv
冷漠+小沈龙-有梦人展翅飞翔,http://em.21dtv.com/songs/60146028.mkv
冷漠+杨小曼-爱如星火,http://em.21dtv.com/songs/60144250.mkv
冷漠+杨小曼-你不懂,http://em.21dtv.com/songs/60144805.mkv
冷漠+一飞-一辈子兄弟,http://em.21dtv.com/songs/60143150.mkv
冷漠-不是所有,http://em.21dtv.com/songs/60144803.mkv
冷漠-飞上天空的鱼,http://em.21dtv.com/songs/60144804.mkv
冷漠-你的一生我只借一程,http://em.21dtv.com/songs/60138471.mkv
冷漠-你若安好我不打扰,http://em.21dtv.com/songs/60138472.mkv
冷漠-你真的很好,http://em.21dtv.com/songs/60147948.mkv
冷漠-秋雨连绵的日子,http://em.21dtv.com/songs/60146027.mkv
冷漠-醉红颜,http://em.21dtv.com/songs/60144610.mkv
冷小志-瑶人殇,http://em.21dtv.com/songs/60144802.mkv
李艾+徐洁儿-非常突然,http://em.21dtv.com/songs/60137733.mkv
李安-I\\\'MNOTOK,http://em.21dtv.com/songs/60146393.mkv
李采娜-不再过问,http://em.21dtv.com/songs/60143567.mkv
李晨-不破不立,http://em.21dtv.com/songs/60137717.mkv
李川HE-这是一种态度,http://em.21dtv.com/songs/60145222.mkv
李春华-冰美人,http://em.21dtv.com/songs/60138825.mkv
李春丽-风尘女,http://em.21dtv.com/songs/60146402.mkv
李大奔-Bibble时尚圣经,http://em.21dtv.com/songs/60143536.mkv
李达仁-如果说,http://em.21dtv.com/songs/60145241.mkv
李达仁-原来你,http://em.21dtv.com/songs/60145240.mkv
黎丹-受伤的女人,http://em.21dtv.com/songs/60144644.mkv
李道鹏-那些岁月,http://em.21dtv.com/songs/60143566.mkv
李德林+朱晓春+严雨丽+黄俊-撸起袖子加油干,http://em.21dtv.com/songs/60137713.mkv
李登威-你欠扁无原唱,http://em.21dtv.com/songs/60031948.mkv
李冬风+优优-一次就好,http://em.21dtv.com/songs/60144664.mkv
李多娜-不要伤害,http://em.21dtv.com/songs/60138817.mkv
李干慧-故乡的月,http://em.21dtv.com/songs/60019099.mkv
李纲锋-不要用你的眼泪安慰我,http://em.21dtv.com/songs/60137726.mkv
李谷一-我爱你中国,http://em.21dtv.com/songs/60044658.mkv
李光-往事随风,http://em.21dtv.com/songs/60146385.mkv
李国超-如虎似狼,http://em.21dtv.com/songs/60138814.mkv
李国超-似醉未醒,http://em.21dtv.com/songs/60146391.mkv
李国超-幸福的钥匙,http://em.21dtv.com/songs/60138815.mkv
李昊-遥远的她,http://em.21dtv.com/songs/60143545.mkv
李红-水墨丹青一世情,http://em.21dtv.com/songs/60137725.mkv
李弘礼-一首歌,http://em.21dtv.com/songs/60145224.mkv
李宏毅+李明霖-我想见到你,http://em.21dtv.com/songs/60137702.mkv
李洪运-走马仙女山,http://em.21dtv.com/songs/60138828.mkv
李华-这一次我不说再见,http://em.21dtv.com/songs/60146389.mkv
李焕然-我们的时代,http://em.21dtv.com/songs/60137720.mkv
李蕙敏-再度,http://em.21dtv.com/songs/60137735.mkv
李慧珍+冷场王驾到-我爱你中国,http://em.21dtv.com/songs/60146398.mkv
李慧珍-追梦赤子心,http://em.21dtv.com/songs/60146397.mkv
李家发+伍婉琛-片片枫叶情演唱会,http://em.21dtv.com/songs/60033435.mkv
李佳乐-等你嫁给我,http://em.21dtv.com/songs/60137695.mkv
李家伟-FANTASY,http://em.21dtv.com/songs/60146394.mkv
李健-矜持,http://em.21dtv.com/songs/60137696.mkv
李健-梦中的娘,http://em.21dtv.com/songs/60146383.mkv
李建科-道心,http://em.21dtv.com/songs/60143543.mkv
李建科-过了命的兄弟,http://em.21dtv.com/songs/60143542.mkv
李建科-悟空传齐天大圣,http://em.21dtv.com/songs/60138822.mkv
李建科-五龙圣境,http://em.21dtv.com/songs/60145223.mkv
李剑青-不变的事,http://em.21dtv.com/songs/60146387.mkv
李剑青-出城,http://em.21dtv.com/songs/60146388.mkv
李剑青-平凡故事,http://em.21dtv.com/songs/60138812.mkv
李瑨瑶-单行路,http://em.21dtv.com/songs/60145230.mkv
李俊聪-哭了,http://em.21dtv.com/songs/60143532.mkv
李郡一-塔拉诺特格,http://em.21dtv.com/songs/60145242.mkv
李克非-海市,http://em.21dtv.com/songs/60143535.mkv
李克勤+梁荣忠-恋爱大过天演唱会,http://em.21dtv.com/songs/60026999.mkv
李克勤+容祖儿-时间的错,http://em.21dtv.com/songs/60137698.mkv
李克勤+6号-黑胶,http://em.21dtv.com/songs/60143534.mkv
李克勤-龙须糖,http://em.21dtv.com/songs/60146386.mkv
李克勤-偶尔平凡,http://em.21dtv.com/songs/60137697.mkv
李克勤-缱绻星光下演唱会,http://em.21dtv.com/songs/60034340.mkv
李克勤-球迷奇遇记演唱会,http://em.21dtv.com/songs/60035810.mkv
李克勤-三千零一夜演唱会,http://em.21dtv.com/songs/60037285.mkv
李克勤-傻女演唱会,http://em.21dtv.com/songs/60037532.mkv
李克勤-失魂记MTV,http://em.21dtv.com/songs/60143533.mkv
李克勤-谁最爱你,http://em.21dtv.com/songs/60145217.mkv
李莉+徐文涛-全世界都下着相思的雨,http://em.21dtv.com/songs/60138836.mkv
李丽蕊-念亲恩演唱会,http://em.21dtv.com/songs/60083552.mkv
李利依-青青小河边演唱会,http://em.21dtv.com/songs/60064734.mkv
李丽珍-纯真,http://em.21dtv.com/songs/60013404.mkv
李玲玉-江南吟,http://em.21dtv.com/songs/60143551.mkv
李美璇-断发情歌,http://em.21dtv.com/songs/60137727.mkv
李敏荣-DEARBOLA,http://em.21dtv.com/songs/60146400.mkv
黎明-遇见,http://em.21dtv.com/songs/60145848.mkv
李明源-告白气球^稻香,http://em.21dtv.com/songs/60143546.mkv
李沐霖-忘情2017,http://em.21dtv.com/songs/60146405.mkv
李沐子-东方红,http://em.21dtv.com/songs/60137718.mkv
李念-放歌千山外,http://em.21dtv.com/songs/60137715.mkv
李佩玲-说,http://em.21dtv.com/songs/60145216.mkv
李佩玉-依依惜别的时候,http://em.21dtv.com/songs/60138811.mkv
李琦-爱的颜色,http://em.21dtv.com/songs/60144271.mkv
李琦-冬日熊,http://em.21dtv.com/songs/60137722.mkv
李琦-海岸线,http://em.21dtv.com/songs/60137723.mkv
李琪-元气少女,http://em.21dtv.com/songs/60137724.mkv
李千娜-不曾回来过,http://em.21dtv.com/songs/60137699.mkv
李强-相约艺都,http://em.21dtv.com/songs/60146396.mkv
李青+怡然-你是风来我是雨,http://em.21dtv.com/songs/60138840.mkv
李庆芳-大运河我可爱的母亲河,http://em.21dtv.com/songs/60137710.mkv
李庆芳-江南实在好,http://em.21dtv.com/songs/60137711.mkv
李庆芳-立春歌,http://em.21dtv.com/songs/60137712.mkv
李清坡+DJ良少-单身的苦,http://em.21dtv.com/songs/60144622.mkv
李泉-我想爱,http://em.21dtv.com/songs/60146406.mkv
李让-第一缕阳光,http://em.21dtv.com/songs/60137737.mkv
李让-我的凝望,http://em.21dtv.com/songs/60137736.mkv
李荣浩+毛不易+马伯骞-模特,http://em.21dtv.com/songs/60146412.mkv
李荣浩+闫峻-演员和歌手,http://em.21dtv.com/songs/60145238.mkv
李荣浩+张泽-内疚,http://em.21dtv.com/songs/60145237.mkv
李荣浩-歌谣,http://em.21dtv.com/songs/60145236.mkv
李荣浩-就这样,http://em.21dtv.com/songs/60138835.mkv
李荣浩-嗯,http://em.21dtv.com/songs/60137734.mkv
李荣浩-裙姊,http://em.21dtv.com/songs/60143563.mkv
李荣浩-如果有一天,http://em.21dtv.com/songs/60145234.mkv
李荣浩-我看着你的时候,http://em.21dtv.com/songs/60145235.mkv
李荣浩-祝你幸福,http://em.21dtv.com/songs/60146411.mkv
李若希-追忆,http://em.21dtv.com/songs/60145233.mkv
李绍雄-蒹葭,http://em.21dtv.com/songs/60145232.mkv
李书伟-四川老家,http://em.21dtv.com/songs/60145215.mkv
李硕-如果你爱我现场版,http://em.21dtv.com/songs/60143552.mkv
李硕-位置,http://em.21dtv.com/songs/60145231.mkv
李斯丹妮+周震南-YOUFEELMEYA,http://em.21dtv.com/songs/60145225.mkv
李素专+阿锜-舒适啦,http://em.21dtv.com/songs/60143560.mkv
李素专+阿堂-情定爱河桥,http://em.21dtv.com/songs/60143559.mkv
李素专+黄燿德-有你作伴,http://em.21dtv.com/songs/60143561.mkv
李素专+李明洋-爱像一把火,http://em.21dtv.com/songs/60143562.mkv
李素专+邱贤桂-我有你,http://em.21dtv.com/songs/60143558.mkv
李素专-爱这重,http://em.21dtv.com/songs/60143555.mkv
李素专-可爱的人,http://em.21dtv.com/songs/60143553.mkv
李素专-美梦成真,http://em.21dtv.com/songs/60143557.mkv
李素专-探戈恋歌,http://em.21dtv.com/songs/60143554.mkv
李素专-相思伴孤影,http://em.21dtv.com/songs/60143556.mkv
李泰-一生执念,http://em.21dtv.com/songs/60146407.mkv
李天华-蓝色北京梦,http://em.21dtv.com/songs/60146392.mkv
李天平+杨玲龙+徐莞崎+蒋小雪-别让自己那么累,http://em.21dtv.com/songs/60145219.mkv
李天平-李什么,http://em.21dtv.com/songs/60138818.mkv
李天平-陪伴你的每天今生不再孤单,http://em.21dtv.com/songs/60137700.mkv
李炜+江映蓉-亲爱的小孩,http://em.21dtv.com/songs/60098474.mkv
李炜-光芒,http://em.21dtv.com/songs/60143550.mkv
李维-烟花易冷,http://em.21dtv.com/songs/60146410.mkv
李文+王耀辰-爱恨痴嗔,http://em.21dtv.com/songs/60138824.mkv
李玟-你在我心上演唱会,http://em.21dtv.com/songs/60032475.mkv
李夏-骄阳似我,http://em.21dtv.com/songs/60138816.mkv
李响-留住时间的光,http://em.21dtv.com/songs/60146390.mkv
理想后花园-给一个焦虑症的朋友,http://em.21dtv.com/songs/60143770.mkv
李祥祥-奔跑的女孩,http://em.21dtv.com/songs/60138832.mkv
李晓杰-半壶老酒,http://em.21dtv.com/songs/60146403.mkv
李小杰-干了这一杯,http://em.21dtv.com/songs/60146395.mkv
李小马飞-虚伪的誓言,http://em.21dtv.com/songs/60145221.mkv
李小马飞-烟草的味道,http://em.21dtv.com/songs/60145220.mkv
李小薇-爱自已多一点,http://em.21dtv.com/songs/60143541.mkv
李小薇-暗恋的味道,http://em.21dtv.com/songs/60143540.mkv
李萧萧-天凉好个秋,http://em.21dtv.com/songs/60145239.mkv
黎晓阳-MrWeatherMan,http://em.21dtv.com/songs/60139325.mkv
李小影-春雨,http://em.21dtv.com/songs/60143539.mkv
李小影-等你诉情怀,http://em.21dtv.com/songs/60137709.mkv
李小影-后会有期,http://em.21dtv.com/songs/60137705.mkv
李小影-寂寞的时候想起我,http://em.21dtv.com/songs/60137706.mkv
李小影-没事洗洗早点睡,http://em.21dtv.com/songs/60137708.mkv
李晓舟-天堂里的哥哥,http://em.21dtv.com/songs/60145227.mkv
李心洁-像你,http://em.21dtv.com/songs/60049391.mkv
李昕融+弘诺方舟-静夜思,http://em.21dtv.com/songs/60146401.mkv
李行亮+崔子格-还好在这里,http://em.21dtv.com/songs/60138838.mkv
李行亮-如果可以这样爱,http://em.21dtv.com/songs/60143564.mkv
李行亮-思美人兮,http://em.21dtv.com/songs/60138837.mkv
李雄-我在门源等你来,http://em.21dtv.com/songs/60146413.mkv
李雄-油菜花开我的爱,http://em.21dtv.com/songs/60146414.mkv
李宣榕-101滴点滴,http://em.21dtv.com/songs/60137704.mkv
李宣榕-101滴点滴,http://em.21dtv.com/songs/60143538.mkv
李泫憙-Catnip,http://em.21dtv.com/songs/60137719.mkv
李雅-旅途现场版,http://em.21dtv.com/songs/60143568.mkv
李雅-越过山丘现场版,http://em.21dtv.com/songs/60143569.mkv
李炎+杨红丽-云中的草原,http://em.21dtv.com/songs/60138829.mkv
李艳-冷爱,http://em.21dtv.com/songs/60138833.mkv
李研心-跟着太阳走,http://em.21dtv.com/songs/60146409.mkv
李炎欣-以父之名,http://em.21dtv.com/songs/60143549.mkv
李洋洋-兄弟闯江湖,http://em.21dtv.com/songs/60138827.mkv
李翊君+江宏恩-放心,http://em.21dtv.com/songs/60137732.mkv
李翊君-爱情路口,http://em.21dtv.com/songs/60137729.mkv
李翊君-背叛无所谓,http://em.21dtv.com/songs/60137730.mkv
李翊君-倒数,http://em.21dtv.com/songs/60137728.mkv
李翊君-自在,http://em.21dtv.com/songs/60137731.mkv
李艺彤+宋昕冉+刘炅然+费沁源+赵粤-御龙倾天下,http://em.21dtv.com/songs/60138834.mkv
李一哲-FatBoy,http://em.21dtv.com/songs/60143531.mkv
李映熹-OneForDaMoney,http://em.21dtv.com/songs/60137716.mkv
李勇-火一样的陕北,http://em.21dtv.com/songs/60138813.mkv
李永和-一枚戒指,http://em.21dtv.com/songs/60143548.mkv
李永江+崔向波+赵继影+赵慧勇-乘警之歌,http://em.21dtv.com/songs/60146404.mkv
李佑晨-交给国家,http://em.21dtv.com/songs/60137694.mkv
李佑晨-想你,http://em.21dtv.com/songs/60138810.mkv
李宇春+彭雅纯+周君怡+刘思良-下个路口见,http://em.21dtv.com/songs/60138821.mkv
李宇春+彭雅纯-再不疯狂我们就老了,http://em.21dtv.com/songs/60138820.mkv
李宇春-春风十里[演唱会],http://em.21dtv.com/songs/60137701.mkv
李宇春-零点五英里演唱会,http://em.21dtv.com/songs/60027451.mkv
李宇春-一百种热爱,http://em.21dtv.com/songs/60138819.mkv
李玉刚+徐天意+祝颂皓+杨姣-新贵妃醉酒,http://em.21dtv.com/songs/60138831.mkv
李玉刚+徐天意-刚好遇见你,http://em.21dtv.com/songs/60138830.mkv
李玉刚-长安故事,http://em.21dtv.com/songs/60137721.mkv
李玉刚-清明上河图,http://em.21dtv.com/songs/60034888.mkv
黎朝霞-思念,http://em.21dtv.com/songs/60145849.mkv
李贞贤-哇,http://em.21dtv.com/songs/60144623.mkv
李政-等待,http://em.21dtv.com/songs/60146399.mkv
李志敏-爱的俘虏,http://em.21dtv.com/songs/60137714.mkv
李志敏-只是,http://em.21dtv.com/songs/60143544.mkv
李治廷-奇迹等不到,http://em.21dtv.com/songs/60066224.mkv
李旨伊-擦肩而过,http://em.21dtv.com/songs/60145226.mkv
李智英-你的绝情伤害了我,http://em.21dtv.com/songs/60143547.mkv
李智英-其实我们不该这样的,http://em.21dtv.com/songs/60145228.mkv
李智英-忆庐州姑娘,http://em.21dtv.com/songs/60138826.mkv
李志洲-你就是我的天使,http://em.21dtv.com/songs/60138823.mkv
李宗璞-黑猫警长,http://em.21dtv.com/songs/60137703.mkv
李宗任-永远都是好兄弟,http://em.21dtv.com/songs/60143537.mkv
李宗盛-鬼迷心窍演唱会,http://em.21dtv.com/songs/60019400.mkv
连淮伟-全部都是你,http://em.21dtv.com/songs/60143989.mkv
练练-野百合也有春天,http://em.21dtv.com/songs/60137963.mkv
连诗雅+侧田-不甘示弱,http://em.21dtv.com/songs/60145652.mkv
连诗雅-不意外的意外MTV,http://em.21dtv.com/songs/60143990.mkv
梁博+陶孟童+高誉容+肖和东-男孩,http://em.21dtv.com/songs/60137802.mkv
梁博+希林娜依·高-男孩,http://em.21dtv.com/songs/60145284.mkv
梁博+肖和东-变了,http://em.21dtv.com/songs/60137801.mkv
梁枫-大东北,http://em.21dtv.com/songs/60145289.mkv
梁丰富-求月老,http://em.21dtv.com/songs/60138883.mkv
梁根荣+汪小敏-MISSINGYOU,http://em.21dtv.com/songs/60145290.mkv
梁根荣-后退,http://em.21dtv.com/songs/60143616.mkv
梁光榜-你还是从前的你吗,http://em.21dtv.com/songs/60145283.mkv
梁海洋-想你很久了,http://em.21dtv.com/songs/60145291.mkv
梁汉文-缠绵朋友,http://em.21dtv.com/songs/60143617.mkv
梁汉文-曼谷玛利亚演唱会,http://em.21dtv.com/songs/60028550.mkv
梁皓筠-初恋日记,http://em.21dtv.com/songs/60145292.mkv
梁剑东+DJCANDY+艺涛-夜色,http://em.21dtv.com/songs/60144627.mkv
梁剑东-嗨爆,http://em.21dtv.com/songs/60144273.mkv
梁剑东-理想速度,http://em.21dtv.com/songs/60144274.mkv
梁剑东-夜色,http://em.21dtv.com/songs/60138884.mkv
梁剑东-饮歌,http://em.21dtv.com/songs/60144628.mkv
梁剑东-再见友情,http://em.21dtv.com/songs/60144272.mkv
亮剑合唱团-中国航母,http://em.21dtv.com/songs/60143118.mkv
梁静茹-纯真演唱会,http://em.21dtv.com/songs/60013402.mkv
梁静茹-秘果,http://em.21dtv.com/songs/60138885.mkv
梁静茹-如果有一天演唱会,http://em.21dtv.com/songs/60036968.mkv
梁静茹-我就知道那是爱,http://em.21dtv.com/songs/60143618.mkv
梁理凯+黄薏儒-如画,http://em.21dtv.com/songs/60137804.mkv
梁山-梁山好汉,http://em.21dtv.com/songs/60146453.mkv
梁文福+刘瑞政+王邦吉-细水长流,http://em.21dtv.com/songs/60143615.mkv
梁文音-自然の颜,http://em.21dtv.com/songs/60145285.mkv
梁晓珺-沉重,http://em.21dtv.com/songs/60146454.mkv
梁晓宇+木杰+张海-火火中国龙,http://em.21dtv.com/songs/60145288.mkv
梁晓宇+木杰+张海-兄弟正能量,http://em.21dtv.com/songs/60145287.mkv
梁晓宇+木杰+张海-一起摇,http://em.21dtv.com/songs/60145286.mkv
梁咏琪+吕佳思-偏见,http://em.21dtv.com/songs/60137803.mkv
梁咏琪-高妹正传演唱会,http://em.21dtv.com/songs/60018211.mkv
廖昌永-啊中国的土地,http://em.21dtv.com/songs/60137566.mkv
廖昌永-老师我总是想起你,http://em.21dtv.com/songs/60146273.mkv
廖俊涛-很多事要唱现场版,http://em.21dtv.com/songs/60143382.mkv
廖俊涛-你说得对,http://em.21dtv.com/songs/60143381.mkv
廖俊涛-说走就走现场版,http://em.21dtv.com/songs/60143383.mkv
廖丽-我的爱遗落在你的城,http://em.21dtv.com/songs/60138687.mkv
廖梦心-萝莉精灵,http://em.21dtv.com/songs/60137567.mkv
廖启翔-感动,http://em.21dtv.com/songs/60138688.mkv
廖士贤-MONEY无够济,http://em.21dtv.com/songs/60137565.mkv
廖媛-春天再唱响,http://em.21dtv.com/songs/60146272.mkv
林保怡+刘美君-偷窥,http://em.21dtv.com/songs/60145270.mkv
林秉谆-初心,http://em.21dtv.com/songs/60137785.mkv
林秉谆-有我在,http://em.21dtv.com/songs/60137786.mkv
林大晋-单人舞,http://em.21dtv.com/songs/60145273.mkv
林大晋-废虚,http://em.21dtv.com/songs/60145274.mkv
林德信-FIRELIGHT,http://em.21dtv.com/songs/60145275.mkv
林二汶+岑宁儿-银发白,http://em.21dtv.com/songs/60137771.mkv
林二汶-玫瑰奴隶,http://em.21dtv.com/songs/60137770.mkv
林风+木偶-烟花三月下扬州,http://em.21dtv.com/songs/60137790.mkv
林国庆-酒是知己烟是伴,http://em.21dtv.com/songs/60146444.mkv
林海峰+KiriT-九号鞋,http://em.21dtv.com/songs/60138879.mkv
林和夜-相聚万年树,http://em.21dtv.com/songs/60143598.mkv
林健辉+王博文-乌龟,http://em.21dtv.com/songs/60137773.mkv
林军-不要放弃哟BABY,http://em.21dtv.com/songs/60146442.mkv
林俊杰+消除联萌-丹宁执着,http://em.21dtv.com/songs/60146441.mkv
林俊杰-超越无限,http://em.21dtv.com/songs/60137772.mkv
林凯轩+林子祥-敢爱敢做,http://em.21dtv.com/songs/60138874.mkv
林可昕-不知道,http://em.21dtv.com/songs/60145271.mkv
林可昕-小王子,http://em.21dtv.com/songs/60146443.mkv
林琳-春天的故事,http://em.21dtv.com/songs/60137784.mkv
林隆璇+魏如昀-那些歌儿,http://em.21dtv.com/songs/60146449.mkv
林隆璇-羽化,http://em.21dtv.com/songs/60146448.mkv
林孟宗+陈怡婷-今生的牵挂,http://em.21dtv.com/songs/60137778.mkv
林孟宗+楼心潼-家,http://em.21dtv.com/songs/60137777.mkv
林孟宗-相思伴月,http://em.21dtv.com/songs/60137775.mkv
林孟宗-真爱歹收回,http://em.21dtv.com/songs/60137776.mkv
林明祯-Tou,http://em.21dtv.com/songs/60137781.mkv
林蔷-我的爱请别走,http://em.21dtv.com/songs/60137787.mkv
林沁仪-最初来到世界的模样,http://em.21dtv.com/songs/60138878.mkv
林思彤-思童,http://em.21dtv.com/songs/60143600.mkv
林听-其实我们都懂,http://em.21dtv.com/songs/60145272.mkv
林为音-爱若心伤,http://em.21dtv.com/songs/60137769.mkv
林闻恩-看不见的存在,http://em.21dtv.com/songs/60137789.mkv
琳熙-相遇有罪,http://em.21dtv.com/songs/60146567.mkv
林鑫-快乐我自有一套,http://em.21dtv.com/songs/60137788.mkv
林欣甫-克隆太阳,http://em.21dtv.com/songs/60143601.mkv
林欣甫-十三月的雨,http://em.21dtv.com/songs/60145276.mkv
林欣彤-毕业之后,http://em.21dtv.com/songs/60146445.mkv
林欣彤-奇怪,http://em.21dtv.com/songs/60137783.mkv
林欣彤-三生有幸,http://em.21dtv.com/songs/60137782.mkv
林一峰-偏偏喜欢你演唱会,http://em.21dtv.com/songs/60033418.mkv
林一峰-情义两心坚演唱会,http://em.21dtv.com/songs/60035406.mkv
林一峰-影子战,http://em.21dtv.com/songs/60138873.mkv
林奕匡-有泪多好,http://em.21dtv.com/songs/60143599.mkv
林忆莲+杨啟+夏瑶+肖思齐-至少还有你,http://em.21dtv.com/songs/60138877.mkv
林忆莲+杨啟-为你我受冷风吹,http://em.21dtv.com/songs/60138876.mkv
林忆莲-匆匆演唱会,http://em.21dtv.com/songs/60013474.mkv
林忆莲-存在演唱会,http://em.21dtv.com/songs/60013615.mkv
林忆莲-你令我性感演唱会,http://em.21dtv.com/songs/60031901.mkv
林忆莲-情人的眼泪演唱会,http://em.21dtv.com/songs/60035195.mkv
林育品-我的爱情不平凡,http://em.21dtv.com/songs/60145277.mkv
林贞儿-我在奇奇里,http://em.21dtv.com/songs/60146447.mkv
林志炫+杜丽莎-拆穿,http://em.21dtv.com/songs/60137780.mkv
林志炫-52赫兹我爱你,http://em.21dtv.com/songs/60137779.mkv
林子祥+何洁-决定,http://em.21dtv.com/songs/60137774.mkv
林子祥+林凯轩+林志程+黄嘉玲-男儿当自强,http://em.21dtv.com/songs/60138875.mkv
林子祥+谢安琪-俩忘烟水里演唱会,http://em.21dtv.com/songs/60076405.mkv
林子祥-每一个晚上演唱会,http://em.21dtv.com/songs/60029088.mkv
林子祥-男儿当自强演唱会,http://em.21dtv.com/songs/60030887.mkv
林子祥-千亿个夜晚,http://em.21dtv.com/songs/60034181.mkv
林子祥-千忆个夜晚,http://em.21dtv.com/songs/60092855.mkv
林子祥-千亿个夜晚演唱会,http://em.21dtv.com/songs/60034180.mkv
林紫媛-为你,http://em.21dtv.com/songs/60146446.mkv
凌宏兵-不想你走,http://em.21dtv.com/songs/60146029.mkv
凌宏兵-遗失的爱,http://em.21dtv.com/songs/60138473.mkv
灵零乐队-梦开始的那年,http://em.21dtv.com/songs/60145373.mkv
刘超-兄弟情义,http://em.21dtv.com/songs/60138499.mkv
刘春雨-不曾说分手,http://em.21dtv.com/songs/60138485.mkv
刘春雨-梦的路口,http://em.21dtv.com/songs/60138487.mkv
刘春雨-挽殇,http://em.21dtv.com/songs/60138486.mkv
刘春雨-醉红颜,http://em.21dtv.com/songs/60138488.mkv
刘大宝-在守候,http://em.21dtv.com/songs/60144814.mkv
刘大卫-匆匆忙忙,http://em.21dtv.com/songs/60143164.mkv
刘党庆-老同学好久不见,http://em.21dtv.com/songs/60143154.mkv
刘德华+林子祥-每一个晚上演唱会,http://em.21dtv.com/songs/60029089.mkv
刘德华+炫棋儿-香港北京道一号,http://em.21dtv.com/songs/60146043.mkv
刘德华-缠绵演唱会,http://em.21dtv.com/songs/60012256.mkv
刘德华-开心的马骝演唱会,http://em.21dtv.com/songs/60025029.mkv
刘德华-美丽的一天,http://em.21dtv.com/songs/60029247.mkv
刘德华-亲爱的小孩,http://em.21dtv.com/songs/60069725.mkv
刘德华-如果有一天演唱会,http://em.21dtv.com/songs/60036969.mkv
刘德华-世界第一等演唱会,http://em.21dtv.com/songs/60039259.mkv
刘德华-十年演唱会,http://em.21dtv.com/songs/60038982.mkv
刘德华-香港北京道一号,http://em.21dtv.com/songs/60146042.mkv
刘栋升+戴舒涵-爱要向前冲,http://em.21dtv.com/songs/60144827.mkv
刘风雷-为梦飞翔,http://em.21dtv.com/songs/60146073.mkv
刘贵贤-当你的秀发拂过我的钢枪,http://em.21dtv.com/songs/60146066.mkv
刘贵贤-儿行千里,http://em.21dtv.com/songs/60146065.mkv
刘贵贤-父亲,http://em.21dtv.com/songs/60146070.mkv
刘贵贤-甘肃老家,http://em.21dtv.com/songs/60146071.mkv
刘贵贤-格桑美朵,http://em.21dtv.com/songs/60146069.mkv
刘贵贤-故乡有话告诉你,http://em.21dtv.com/songs/60146068.mkv
刘贵贤-我的好妈妈,http://em.21dtv.com/songs/60146067.mkv
刘国强-胜利之歌,http://em.21dtv.com/songs/60144813.mkv
刘国强-我爱好花红的故乡,http://em.21dtv.com/songs/60144812.mkv
刘国强-想念家乡,http://em.21dtv.com/songs/60144811.mkv
刘国庆-今夜没喝醉,http://em.21dtv.com/songs/60143157.mkv
刘国正-西侯度,http://em.21dtv.com/songs/60138477.mkv
